,Unnamed: 0,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra,wrong_name,B,CAT-DEC,CAT-RA,H,I,J,K,R,U,V,g,hd_name,i,name,r,u,z
1859,1782,HD 202850,39.3946666667,sigcyg,ui060029.fits,+39:23:40.80,21:17:24.947,8,HD 202850,319.353945833,,4.342,39.39468133,319.3539685,3.864,,3.973,3.683,,3.97,4.256,,HD 202850,,HD 202850,,,
1860,1783,HD 202850,39.3946666667,sigcyg,uj160036.fits,+39:23:40.80,21:17:24.947,8,HD 202850,319.353945833,,4.342,39.39468133,319.3539685,3.864,,3.973,3.683,,3.97,4.256,,HD 202850,,HD 202850,,,
1861,1784,HD 202850,39.3946666667,sigcyg,uj160042.fits,+39:23:40.80,21:17:24.947,8,HD 202850,319.353945833,,4.342,39.39468133,319.3539685,3.864,,3.973,3.683,,3.97,4.256,,HD 202850,,HD 202850,,,
1862,1785,HD 203356,53.9514722222,hd203356,uj140037.fits,+53:57:05.30,21:19:44.940,9,HD 203356,319.93725,,8.340,53.95149409,319.93725903,7.359,,7.410,7.329,,8.200,8.080,,HD 203356,,HD 203356,,,
1863,1786,HD 203356,53.9514722222,hd203356,uj140042.fits,+53:57:05.30,21:19:44.940,9,HD 203356,319.93725,,8.340,53.95149409,319.93725903,7.359,,7.410,7.329,,8.200,8.080,,HD 203356,,HD 203356,,,
1864,1787,HD 203374,61.8584444444,hd203374,tj300010.fits,+61:51:30.40,21:19:07.360,9,HD 203374,319.780666667,,6.910,61.85845281,319.78066277,,,,,,6.23,6.692,,HD 203374A,,HD 203374,,,
1865,1788,HD 204185,61.2713611111,hd204185,ub280065.fits,+61:16:16.90,21:24:19.240,8,HD 204185,321.080166667,,8.92,61.27136811,321.08016431,8.572,,8.619,8.564,,,8.80,,HD 204185,,HD 204185,,,
1866,1789,HD 204185,61.2713611111,hd204185,uj170024.fits,+61:16:16.90,21:24:19.240,8,HD 204185,321.080166667,,8.92,61.27136811,321.08016431,8.572,,8.619,8.564,,,8.80,,HD 204185,,HD 204185,,,
1867,1790,HD 205060,42.70075,hd205060,ug060069.fits,+42:42:02.70,21:31:36.907,9,HD 205060,322.903779167,,7.181,42.70075539,322.90378907,7.153,,7.141,7.120,,,7.219,,HD 205060,,HD 205060,,,
1868,1791,HD 20566,71.4185277778,hd20566,va300055.fits,+71:25:06.70,03:23:33.100,9,HD 20566,50.8879166667,,8.35,71.41854501,50.8879172,6.856,,6.939,6.729,,,7.94,,HD 20566,,HD 20566,,,
1869,1792,HD 20566,71.4185277778,hd20566,vc150059.fits,+71:25:06.70,03:23:33.100,9,HD 20566,50.8879166667,,8.35,71.41854501,50.8879172,6.856,,6.939,6.729,,,7.94,,HD 20566,,HD 20566,,,
1870,1793,HD 206773,57.7422777778,hd206773,kl080013.fits,57:44:32.2,21:42:39.8,8,HD 206773,325.665833333,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1871,1794,HD 206773,57.7415277778,hd206773,kl080015.fits,57:44:29.5,21:42:40.6,8,HD 206773,325.669166667,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1872,1795,HD 206773,57.7384166667,hd206773,kl090031.fits,57:44:18.3,21:42:42.7,8,HD 206773,325.677916667,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1873,1796,HD 206773,57.7414722222,hd206773,kl300023.fits,57:44:29.3,21:42:41.3,8,HD 206773,325.672083333,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1874,1797,HD 206773,57.772,hd206773,lb140096.fits,57:46:19.2,21:42:12.6,8,HD 206773,325.5525,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1875,1798,HD 206773,57.7870277778,hd206773,lb280028.fits,57:47:13.3,21:42:22.3,8,HD 206773,325.592916667,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1876,1799,HD 206773,57.7488055556,hd206773,mg230021.fits,57:44:55.7,21:42:44.9,8,HD 206773,325.687083333,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1877,1800,HD 206773,57.7360277778,hd206773,tj110034.fits,+57:44:09.70,21:42:24.180,8,HD 206773,325.60075,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1878,1801,HD 206773,57.7360277778,hd206773,tj290029.fits,+57:44:09.70,21:42:24.180,8,HD 206773,325.60075,,7.060,57.73605472,325.60076978,5.91,,6.072,5.567,,6.30,6.927,,HD 206773,,HD 206773,,,
1879,1802,HD 207232,50.6741388889,hd207232,ug060048.fits,+50:40:26.90,21:46:02.827,9,HD 207232,326.511779167,,6.967,50.67415179,326.51178129,7.085,,6.998,7.071,,,7.033,,HD 207232,,HD 207232,,,
1880,1803,HD 207329,52.1241388889,hd207329,tj140030.fits,+52:07:26.90,21:46:34.380,9,HD 207329,326.64325,,7.89,52.12414733,326.64327262,6.805,,6.844,6.751,,7.33,7.60,,HD 207329,,HD 207329,,,
1881,1804,HD 207370,31.5284166667,hd207370,tj290033.fits,+31:31:42.30,21:47:40.860,9,HD 207370,326.92025,,8.38,31.52842194,326.92025013,8.497,,8.480,8.489,,,8.44,,HD 207370,,HD 207370,,,
1882,1805,HD 208440,62.6103611111,hd208440,pj200025.fits,62:36:37.3,21:53:31.2,0,HD 208440,328.38,,7.93,62.60020847,328.47207352,,,,,,7.24,7.91,,HD 208440,,HD 208440,,,
1883,1806,HD 208682,65.3208055556,hd208682,ti040055.fits,+65:19:14.90,21:55:31.000,0,HD 208682,328.879166667,,5.842,65.3208095,328.87916566,6.141,,6.046,6.159,,5.05,5.939,,HD 208682,,HD 208682,,,
1884,1807,HD 208905,61.2983333333,hd208905,mk050021.fits,61:17:54.0,21:57:38.5,8,HD 208905,329.410416667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1885,1808,HD 208905,61.2985833333,hd208905,mk050022.fits,61:17:54.9,21:57:38.9,8,HD 208905,329.412083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1886,1809,HD 208905,61.3066111111,hd208905,nh070029.fits,61:18:23.8,21:57:40.9,8,HD 208905,329.420416667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1887,1810,HD 208905,61.3066388889,hd208905,nh070030.fits,61:18:23.9,21:57:41.2,8,HD 208905,329.421666667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1888,1811,HD 208905,61.2911666667,hd208905,nk250011.fits,61:17:28.2,21:57:37.2,8,HD 208905,329.405,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1889,1812,HD 208905,61.3238055556,hd208905,oc300052.fits,61:19:25.7,21:57:41.0,8,HD 208905,329.420833333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1890,1813,HD 208905,61.3212777778,hd208905,oc300053.fits,61:19:16.6,21:57:41.0,8,HD 208905,329.420833333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1891,1814,HD 208905,61.3668333333,hd208905,od110017.fits,61:22:00.6,21:56:02.4,8,HD 208905,329.01,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1892,1815,HD 208905,61.2718055556,hd208905,oe120023.fits,61:16:18.5,21:57:36.5,8,HD 208905,329.402083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1893,1816,HD 208905,61.3460555556,hd208905,oe240015.fits,61:20:45.8,21:56:01.7,8,HD 208905,329.007083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1894,1817,HD 208905,61.3151388889,hd208905,oe250004.fits,61:18:54.5,21:56:38.4,8,HD 208905,329.16,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1895,1818,HD 208905,61.3247777778,hd208905,oe260002.fits,61:19:29.2,21:56:39.0,8,HD 208905,329.1625,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1896,1819,HD 208905,61.2971944444,hd208905,oe260016.fits,61:17:49.9,21:56:41.4,8,HD 208905,329.1725,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1897,1820,HD 208905,61.2943611111,hd208905,oe270005.fits,61:17:39.7,21:57:18.2,8,HD 208905,329.325833333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1898,1821,HD 208905,61.3533055556,hd208905,oe290012.fits,61:21:11.9,21:57:16.2,8,HD 208905,329.3175,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1899,1822,HD 208905,61.3674166667,hd208905,of010002.fits,61:22:02.7,21:58:19.2,8,HD 208905,329.58,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1900,1823,HD 208905,61.3516944444,hd208905,of090007.fits,61:21:06.1,21:58:15.4,8,HD 208905,329.564166667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1901,1824,HD 208905,61.28875,hd208905,of120037.fits,61:17:19.5,21:57:57.3,8,HD 208905,329.48875,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1902,1825,HD 208905,61.3223888889,hd208905,of200025.fits,61:19:20.6,21:57:32.1,8,HD 208905,329.38375,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1903,1826,HD 208905,61.3030833333,hd208905,of230007.fits,61:18:11.1,21:57:56.7,8,HD 208905,329.48625,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1904,1827,HD 208905,61.3026944444,hd208905,of230008.fits,61:18:09.7,21:57:56.8,8,HD 208905,329.486666667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1905,1828,HD 208905,61.3139166667,hd208905,of240018.fits,61:18:50.1,21:57:55.8,8,HD 208905,329.4825,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1906,1829,HD 208905,61.30725,hd208905,of250017.fits,61:18:26.1,21:57:37.5,8,HD 208905,329.40625,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1907,1830,HD 208905,61.3086666667,hd208905,of280002.fits,61:18:31.2,21:57:38.7,8,HD 208905,329.41125,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1908,1831,HD 208905,61.2907777778,hd208905,of280023.fits,61:17:26.8,21:57:38.3,8,HD 208905,329.409583333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1909,1832,HD 208905,61.3190555556,hd208905,og230007.fits,61:19:08.6,21:57:41.5,8,HD 208905,329.422916667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1910,1833,HD 208905,61.2854444444,hd208905,oh170013.fits,61:17:07.6,21:57:42.5,8,HD 208905,329.427083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1911,1834,HD 208905,61.2854722222,hd208905,oh170014.fits,61:17:07.7,21:57:42.7,8,HD 208905,329.427916667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1912,1835,HD 208905,61.2865555556,hd208905,oh170030.fits,61:17:11.6,21:57:50.0,8,HD 208905,329.458333333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1913,1836,HD 208905,61.2876111111,hd208905,oh190022.fits,61:17:15.4,21:57:40.8,8,HD 208905,329.42,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1914,1837,HD 208905,61.2858611111,hd208905,oh190029.fits,61:17:09.1,21:57:43.7,8,HD 208905,329.432083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1915,1838,HD 208905,61.2969722222,hd208905,oh290010.fits,61:17:49.1,21:57:33.0,8,HD 208905,329.3875,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1916,1839,HD 208905,61.2878611111,hd208905,oh300028.fits,61:17:16.3,21:57:36.1,8,HD 208905,329.400416667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1917,1840,HD 208905,61.2994166667,hd208905,oi010002.fits,61:17:57.9,21:57:28.7,8,HD 208905,329.369583333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1918,1841,HD 208905,61.2991666667,hd208905,oi010003.fits,61:17:57.0,21:57:28.8,8,HD 208905,329.37,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1919,1842,HD 208905,61.2991111111,hd208905,oi010004.fits,61:17:56.8,21:57:29.0,8,HD 208905,329.370833333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1920,1843,HD 208905,61.2988888889,hd208905,oi010005.fits,61:17:56.0,21:57:29.0,8,HD 208905,329.370833333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1921,1844,HD 208905,61.2988333333,hd208905,oi010006.fits,61:17:55.8,21:57:29.1,8,HD 208905,329.37125,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1922,1845,HD 208905,61.30475,hd208905,oi010039.fits,61:18:17.1,21:57:48.1,8,HD 208905,329.450416667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1923,1846,HD 208905,61.3050277778,hd208905,oi010040.fits,61:18:18.1,21:57:48.1,8,HD 208905,329.450416667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1924,1847,HD 208905,61.3051111111,hd208905,oi010041.fits,61:18:18.4,21:57:48.2,8,HD 208905,329.450833333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1925,1848,HD 208905,61.3055277778,hd208905,oi010042.fits,61:18:19.9,21:57:48.3,8,HD 208905,329.45125,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1926,1849,HD 208905,61.2965277778,hd208905,oi050012.fits,61:17:47.5,21:57:30.6,8,HD 208905,329.3775,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1927,1850,HD 208905,61.28675,hd208905,oi070030.fits,61:17:12.3,21:57:16.0,8,HD 208905,329.316666667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1928,1851,HD 208905,61.2865277778,hd208905,oi090024.fits,61:17:11.5,21:57:30.4,8,HD 208905,329.376666667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1929,1852,HD 208905,61.2911111111,hd208905,oi210007.fits,61:17:28.0,21:57:41.0,8,HD 208905,329.420833333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1930,1853,HD 208905,61.2924722222,hd208905,oi300017.fits,61:17:32.9,21:57:33.3,8,HD 208905,329.38875,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1931,1854,HD 208905,61.2924166667,hd208905,oj050012.fits,61:17:32.7,21:57:32.0,8,HD 208905,329.383333333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1932,1855,HD 208905,61.2956666667,hd208905,oj060031.fits,61:17:44.4,21:57:28.5,8,HD 208905,329.36875,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1933,1856,HD 208905,61.2931388889,hd208905,oj060037.fits,61:17:35.3,21:57:37.0,8,HD 208905,329.404166667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1934,1857,HD 208905,61.3056111111,hd208905,oj060061.fits,61:18:20.2,21:57:47.7,8,HD 208905,329.44875,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1935,1858,HD 208905,61.3124166667,hd208905,oj060062.fits,61:18:44.7,21:57:49.8,8,HD 208905,329.4575,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1936,1859,HD 208905,61.2787777778,hd208905,oj120012.fits,61:16:43.6,21:57:18.8,8,HD 208905,329.328333333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1937,1860,HD 208905,61.2787777778,hd208905,oj120013.fits,61:16:43.6,21:57:18.8,8,HD 208905,329.328333333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1938,1861,HD 208905,61.3027222222,hd208905,oj300036.fits,61:18:09.8,21:57:46.1,8,HD 208905,329.442083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1939,1862,HD 208905,61.30325,hd208905,oj300037.fits,61:18:11.7,21:57:46.1,8,HD 208905,329.442083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1940,1863,HD 208905,61.2965,hd208905,oj310006.fits,61:17:47.4,21:57:32.9,8,HD 208905,329.387083333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1941,1864,HD 208905,61.2983055556,hd208905,oj310007.fits,61:17:53.9,21:57:34.5,8,HD 208905,329.39375,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1942,1865,HD 208905,61.3821944444,hd208905,pe240012.fits,61:22:55.9,21:57:40.4,8,HD 208905,329.418333333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1943,1866,HD 208905,61.3271944444,hd208905,pi300012.fits,61:19:37.9,21:57:41.1,8,HD 208905,329.42125,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1944,1867,HD 208905,61.30025,hd208905,pj090007.fits,61:18:00.9,21:57:59.2,8,HD 208905,329.496666667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1945,1868,HD 208905,61.3763333333,hd208905,qc290013.fits,61:22:34.8,21:57:46.4,8,HD 208905,329.443333333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1946,1869,HD 208905,61.3489722222,hd208905,qd160017.fits,61:20:56.3,21:57:52.6,8,HD 208905,329.469166667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1947,1870,HD 208905,61.29325,hd208905,qd220022.fits,61:17:35.7,21:57:17.8,8,HD 208905,329.324166667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1948,1871,HD 208905,61.2843611111,hd208905,qi240022.fits,61:17:03.7,21:57:27.7,8,HD 208905,329.365416667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1949,1872,HD 208905,61.3182222222,hd208905,qj100010.fits,61:19:05.6,21:57:39.5,8,HD 208905,329.414583333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1950,1873,HD 208905,61.2973888889,hd208905,qj150037.fits,61:17:50.6,21:57:45.5,8,HD 208905,329.439583333,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1951,1874,HD 208905,61.2945277778,hd208905,qj160025.fits,61:17:40.3,21:57:35.8,8,HD 208905,329.399166667,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1952,1875,HD 208905,61.2953055556,hd208905,rh230069.fits,+61:17:43.10,21:57:17.667,8,HD 208905,329.3236125,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1953,1876,HD 208905,61.2953055556,hd208905,sh060016.fits,+61:17:43.10,21:57:17.667,8,HD 208905,329.3236125,,7.045,61.29531188,329.32361098,6.848,,6.816,6.899,,6.34,7.005,,HD 208905,,HD 208905,,,
1954,1877,HD 20899,45.5255833333,hd20899,ti050072.fits,+45:31:32.10,03:23:56.627,9,HD 20899,50.9859458333,,8.59,45.52559921,50.9859644,7.770,,7.846,7.733,,,8.40,,HD 20899,,HD 20899,,,
1955,1878,HD 209296,56.7106111111,hd209296,vc150073.fits,+56:42:38.20,22:00:40.287,9,HD 209296,330.1678625,,8.51,56.71062729,330.16788529,7.12,,7.454,6.462,,,8.29,,HD 209296,,HD 209296,,,
1956,1879,HD 209296,56.7106111111,hd209296,vc160107.fits,+56:42:38.20,22:00:40.287,9,HD 209296,330.1678625,,8.51,56.71062729,330.16788529,7.12,,7.454,6.462,,,8.29,,HD 209296,,HD 209296,,,
1957,1880,HD 21455,46.9378611111,hd21455,ti300082.fits,+46:56:16.30,03:29:26.280,9,HD 21455,52.3595,,6.319,46.93786711,52.3595155,5.90,,5.88,5.903,,,6.227,,HD 21455,,HD 21455,,,
1958,1881,HD 216057,54.4148888889,hd216057,ti300042.fits,+54:24:53.60,22:48:47.887,0,HD 216057,342.199529167,,6.048,54.41489277,342.19956552,6.303,,6.201,6.310,,5.54,6.131,,HD 216057,,HD 216057,,,
1959,1882,HD 21641,47.8624166667,hd21641,tj300035.fits,+47:51:44.70,03:31:33.140,9,HD 21641,52.8880833333,,6.746,47.8624159,52.88806678,6.754,,6.722,6.766,,6.47,6.773,,HD 21641,,HD 21641,,,
1960,1883,HD 21650,41.7264444444,hd21650,ui280064.fits,+41:43:35.20,03:31:15.680,9,HD 21650,52.8153333333,,7.36,41.72645623,52.81533153,7.206,,7.161,7.189,,,7.33,,HD 21650,,HD 21650,,,
1961,1884,HD 217476,56.9453611111,v509cas,ui040075.fits,+56:56:43.30,23:00:05.100,3,HD 217476,345.02125,,6.103,56.94537508,345.02125622,2.631,,2.902,2.298,,,5.101,,HD 217476,,HD 217476,,,
1962,1885,HD 217476,56.9453611111,v509cas,ui140047.fits,+56:56:43.30,23:00:05.100,3,HD 217476,345.02125,,6.103,56.94537508,345.02125622,2.631,,2.902,2.298,,,5.101,,HD 217476,,HD 217476,,,
1963,1886,HD 217476,56.9453611111,v509cas,ui240037.fits,+56:56:43.30,23:00:05.100,3,HD 217476,345.02125,,6.103,56.94537508,345.02125622,2.631,,2.902,2.298,,,5.101,,HD 217476,,HD 217476,,,
1964,1887,HD 217476,56.9453611111,v509cas,uj140030.fits,+56:56:43.30,23:00:05.100,3,HD 217476,345.02125,,6.103,56.94537508,345.02125622,2.631,,2.902,2.298,,,5.101,,HD 217476,,HD 217476,,,
1965,1888,HD 217476,56.9453611111,v509cas,uk060027.fits,+56:56:43.30,23:00:05.100,3,HD 217476,345.02125,,6.103,56.94537508,345.02125622,2.631,,2.902,2.298,,,5.101,,HD 217476,,HD 217476,,,
1966,1889,HD 221692,57.2210555556,hd221692,ti200012.fits,+57:13:15.80,23:33:50.987,4,HD 221692,353.462445833,,8.43,57.22107599,353.46247576,7.903,,7.917,7.853,,,8.32,,HD 221692,,HD 221692,,,
1967,1890,HD 221692,57.2210555556,hd221692,ui280049.fits,+57:13:15.80,23:33:50.987,4,HD 221692,353.462445833,,8.43,57.22107599,353.46247576,7.903,,7.917,7.853,,,8.32,,HD 221692,,HD 221692,,,
1968,1891,HD 224014,57.4993611111,rhocas,ui110029.fits,+57:29:57.70,23:54:23.027,8,HD 224014,358.595945833,,5.714,57.49938146,358.59596856,1.915,,2.269,1.670,,,4.517,,HD 224014,,HD 224014,,,
1969,1892,HD 224014,57.4993611111,rhocas,uj150039.fits,+57:29:57.70,23:54:23.027,8,HD 224014,358.595945833,,5.714,57.49938146,358.59596856,1.915,,2.269,1.670,,,4.517,,HD 224014,,HD 224014,,,
1970,1893,HD 224014,57.4993611111,rhocas,uk060011.fits,+57:29:57.70,23:54:23.027,8,HD 224014,358.595945833,,5.714,57.49938146,358.59596856,1.915,,2.269,1.670,,,4.517,,HD 224014,,HD 224014,,,
1971,1894,HD 224544,32.3816944444,hd224544,ti300044.fits,+32:22:54.10,23:58:49.227,0,HD 224544,359.7051125,,6.401,32.38170574,359.70514851,6.769,,6.675,6.791,,5.84,6.524,,HD 224544,,HD 224544,,,
1972,1895,HD 224699,38.8592777778,hd224699,ti050008.fits,+38:51:33.40,00:00:01.207,1,HD 224699,0.00502916666667,,6.58,38.85927774,0.00502127,,,,,,,6.62,,HD 224699,,HD 224699,,,
1973,1896,HD 224699,38.8592777778,hd224699,ul090014.fits,+38:51:33.40,00:00:01.207,1,HD 224699,0.00502916666667,,6.58,38.85927774,0.00502127,,,,,,,6.62,,HD 224699,,HD 224699,,,
1974,1897,HD 225095,55.5508888889,hd225095,ui280052.fits,+55:33:03.20,00:03:27.147,9,HD 225095,0.8631125,,7.91,55.55089821,0.86311388,7.225,,7.266,7.090,,7.15,7.95,,HD 225095,,HD 225095,,,
1975,1898,HD 23552,50.73675,hd23552,ti300048.fits,+50:44:12.30,03:48:18.080,9,HD 23552,57.0753333333,,6.20,50.73676824,57.07531252,,,,,,5.88,6.15,,HD 23552,,HD 23552,,,
1976,1899,HD 23642,24.2919722222,hd23642,nk240031.fits,24:17:31.1,3:47:25.4,5,HD 23642,56.8558333333,,6.87,24.28834428,56.87272356,6.641,6.74,6.635,6.607,,,6.81,,HD 23642,,HD 23642,,,
1977,1900,HD 23642,24.2915,hd23642,nk240032.fits,24:17:29.4,3:47:24.7,5,HD 23642,56.8529166667,,6.87,24.28834428,56.87272356,6.641,6.74,6.635,6.607,,,6.81,,HD 23642,,HD 23642,,,
