,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra
609,6 Cep,64.8718333333,6cep,tg150055.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333
610,BK Cam,65.6522777778,bkcam,ti300049.fits,+65:39:08.20,03:19:59.267,4,BK Cam,49.9969458333
611,BK Cam,65.6522777778,bkcam,uh180027.fits,+65:39:08.20,03:19:59.267,4,BK Cam,49.9969458333
612,BK Cam,65.6522777778,bkcam,va260060.fits,+65:39:08.20,03:19:59.267,4,BK Cam,49.9969458333
613,BK Cam,65.6522777778,bkcam,vc170022.fits,+65:39:08.20,03:19:59.267,4,BK Cam,49.9969458333
614,BT CMi,2.95083333333,btcmi,ul090065.fits,+02:57:03.00,07:57:03.987,4,BT CMi,119.2666125
615,BT CMi,2.95083333333,btcmi,vc090049.fits,+02:57:03.00,07:57:03.987,4,BT CMi,119.2666125
616,eta Tau,24.1138888889,etatau,la050028.fits,24:06:50.0,3:47:27.0,4,eta Tau,56.8625
617,eta Tau,24.1152777778,etatau,la050029.fits,24:06:55.0,3:47:27.7,4,eta Tau,56.8654166667
618,eta Tau,24.1289722222,etatau,mh250033.fits,24:07:44.3,3:47:32.9,4,eta Tau,56.8870833333
619,25 Tau,24.1045277778,etatau,mi170059.fits,24:06:16.3,3:47:29.2,4,25 Tau,56.8716666667
620,eta Tau,24.1051388889,etatau,mi210083.fits,24:06:18.5,3:47:29.1,4,eta Tau,56.87125
621,25 Tau,24.1139722222,etatau,mk130026.fits,24:06:50.3,3:47:25.8,4,25 Tau,56.8575
622,eta Tau,24.1231388889,etatau,ml090037.fits,24:07:23.3,3:47:32.5,4,eta Tau,56.8854166667
623,eta Tau,24.1329444444,etatau,na220023.fits,24:07:58.6,3:47:20.7,4,eta Tau,56.83625
624,25 Tau,24.1125833333,etatau,na240030.fits,24:06:45.3,3:47:50.1,4,25 Tau,56.95875
625,eta Tau,24.1069166667,etatau,nb240021.fits,24:06:24.9,3:47:56.0,4,eta Tau,56.9833333333
626,25 Tau,24.1091666667,etatau,nk250025.fits,24:06:33.0,3:47:28.4,4,25 Tau,56.8683333333
627,eta Tau,24.1007222222,etatau,oj110042.fits,24:06:02.6,3:47:11.5,4,eta Tau,56.7979166667
628,25 Tau,24.1201388889,etatau,pa090034.fits,24:07:12.5,3:47:23.1,4,25 Tau,56.84625
629,eta Tau,24.1051111111,etatau,rh300054.fits,+24:06:18.40,03:47:29.080,4,eta Tau,56.8711666667
630,eta Tau,24.1051111111,etatau,ri270042.fits,+24:06:18.40,03:47:29.080,4,eta Tau,56.8711666667
631,eta Tau,24.1051111111,etatau,ri280065.fits,+24:06:18.40,03:47:29.080,4,eta Tau,56.8711666667
632,eta Tau,24.1051111111,etatau,rj310033.fits,+24:06:18.40,03:47:29.080,4,eta Tau,56.8711666667
633,eta Tau,24.1051111111,etatau,ti050044.fits,+24:06:18.40,03:47:29.080,4,eta Tau,56.8711666667
634,eta Tau,24.1051111111,etatau,ti050074.fits,+24:06:18.40,03:47:29.080,4,eta Tau,56.8711666667
635,eta Tau,24.1051111111,etatau,ti050075.fits,+24:06:18.40,03:47:29.080,4,eta Tau,56.8711666667
636,HD 221692,57.2210555556,hd221692,ti200012.fits,+57:13:15.80,23:33:50.987,4,HD 221692,353.462445833
637,HD 221692,57.2210555556,hd221692,ui280049.fits,+57:13:15.80,23:33:50.987,4,HD 221692,353.462445833
638,HD 55271,-21.8032777778,hd55271,va300035.fits,-21:48:11.80,07:11:20.927,4,HD 55271,107.837195833
639,HD 55271,-21.8032777778,hd55271,vc050030.fits,-21:48:11.80,07:11:20.927,4,HD 55271,107.837195833
640,HD 55271,-21.8032777778,hd55271,vc160041.fits,-21:48:11.80,07:11:20.927,4,HD 55271,107.837195833
641,HD 55271,-21.8032777778,hd55271,vc190012.fits,-21:48:11.80,07:11:20.927,4,HD 55271,107.837195833
642,HIP 117928,72.4602777778,hip117928,tj290032.fits,+72:27:37.00,23:55:10.367,4,HIP 117928,358.793195833
643,HIP 117928,72.4602777778,hip117928,ui280051.fits,+72:27:37.00,23:55:10.367,4,HIP 117928,358.793195833
644,kappa Dra,69.7635277778,kapdra,lb160039.fits,69:45:48.7,12:33:52.3,4,kappa Dra,188.467916667
645,kappa Dra,69.7661944444,kapdra,lb160040.fits,69:45:58.3,12:33:57.1,4,kappa Dra,188.487916667
646,kappa_dra,69.7647777778,kapdra,md040012.fits,69:45:53.2,12:33:53.6,4,kappa_dra,188.473333333
647,kappa Dra,69.7583888889,kapdra,md110018.fits,69:45:30.2,12:34:05.1,4,kappa Dra,188.52125
648,kappa Dra,69.7591388889,kapdra,md120021.fits,69:45:32.9,12:34:15.7,4,kappa Dra,188.565416667
649,kappa Dra,69.7594166667,kapdra,md120022.fits,69:45:33.9,12:34:16.0,4,kappa Dra,188.566666667
650,Kap Dra,69.7563611111,kapdra,md140021.fits,69:45:22.9,12:33:54.4,4,Kap Dra,188.476666667
651,Kap Dra,69.7562777778,kapdra,md140022.fits,69:45:22.6,12:33:54.6,4,Kap Dra,188.4775
652,Kap Dra,69.7560555556,kapdra,md140026.fits,69:45:21.8,12:33:57.0,4,Kap Dra,188.4875
653,kapDra,69.7557222222,kapdra,md210011.fits,69:45:20.6,12:33:51.2,4,kapDra,188.463333333
654,kapDra,69.7559166667,kapdra,md210012.fits,69:45:21.3,12:33:51.7,4,kapDra,188.465416667
655,kapDra,69.7556111111,kapdra,md210014.fits,69:45:20.2,12:33:52.7,4,kapDra,188.469583333
656,kapDra,69.7556111111,kapdra,md210015.fits,69:45:20.2,12:33:52.6,4,kapDra,188.469166667
657,kappa Dra,69.7543611111,kapdra,md220029.fits,69:45:15.7,12:34:06.8,4,kappa Dra,188.528333333
658,kap Dra,69.7516666667,kapdra,md240029.fits,69:45:06.0,12:33:53.2,4,kap Dra,188.471666667
659,kap Dra,69.75175,kapdra,md240030.fits,69:45:06.3,12:33:53.4,4,kap Dra,188.4725
660,kappa Dra,69.7518333333,kapdra,md240031.fits,69:45:06.6,12:33:53.8,4,kappa Dra,188.474166667
661,kappa Dra,69.7518611111,kapdra,md240032.fits,69:45:06.7,12:33:54.2,4,kappa Dra,188.475833333
662,kappa Dra,69.7518888889,kapdra,md240033.fits,69:45:06.8,12:33:54.2,4,kappa Dra,188.475833333
663,kappa Dra,69.7518888889,kapdra,md240034.fits,69:45:06.8,12:33:54.6,4,kappa Dra,188.4775
664,kappa Dra,69.7518611111,kapdra,md240035.fits,69:45:06.7,12:33:54.7,4,kappa Dra,188.477916667
665,kappa Dra,69.7518611111,kapdra,md240036.fits,69:45:06.7,12:33:54.9,4,kappa Dra,188.47875
666,kappa Dra,69.7518611111,kapdra,md240037.fits,69:45:06.7,12:33:55.0,4,kappa Dra,188.479166667
667,kappa Dra,69.7518888889,kapdra,md240038.fits,69:45:06.8,12:33:55.3,4,kappa Dra,188.480416667
668,kappa Dra,69.7955,kapdra,mh010017.fits,69:47:43.8,12:34:39.7,4,kappa Dra,188.665416667
669,kappa Dra,69.7956111111,kapdra,mh010018.fits,69:47:44.2,12:34:39.7,4,kappa Dra,188.665416667
670,kappa Dra,69.7756111111,kapdra,mj180010.fits,69:46:32.2,12:34:35.8,4,kappa Dra,188.649166667
671,kappa Dra,69.7292777778,kapdra,nc050029.fits,69:43:45.4,12:34:30.3,4,kappa Dra,188.62625
672,kappa Dra,69.7711666667,kapdra,nh220057.fits,69:46:16.2,12:33:07.9,4,kappa Dra,188.282916667
673,kappa Dra,69.7399722222,kapdra,ob070026.fits,69:44:23.9,12:34:13.3,4,kappa Dra,188.555416667
674,kappa Dra,69.74425,kapdra,oc210025.fits,69:44:39.3,12:34:17.4,4,kappa Dra,188.5725
675,kappa Dra,69.7442222222,kapdra,oc210026.fits,69:44:39.2,12:34:17.8,4,kappa Dra,188.574166667
676,kappa Dra,69.7425833333,kapdra,od110008.fits,69:44:33.3,12:34:18.3,4,kappa Dra,188.57625
677,kappa Dra,69.7623888889,kapdra,og170028.fits,69:45:44.6,12:34:38.0,4,kappa Dra,188.658333333
678,kap Dra,-6.9675,kapdra,pa080055.fits,-6:58:03.0,6:51:34.0,4,kap Dra,102.891666667
679,kap Dra,-6.9675,kapdra,pa080056.fits,-6:58:03.0,6:51:34.0,4,kap Dra,102.891666667
680,kappa Dra,69.7139722222,kapdra,pa100050.fits,69:42:50.3,12:33:54.5,4,kappa Dra,188.477083333
681,kappa Dra,69.7325277778,kapdra,pa270063.fits,69:43:57.1,12:34:20.0,4,kappa Dra,188.583333333
682,kappa Dra,69.7305555556,kapdra,pa280045.fits,69:43:50.0,12:34:18.6,4,kappa Dra,188.5775
683,kappa Dra,69.7303888889,kapdra,pa280046.fits,69:43:49.4,12:34:20.8,4,kappa Dra,188.586666667
684,kappa Dra,69.7208333333,kapdra,pa290046.fits,69:43:15.0,12:34:21.2,4,kappa Dra,188.588333333
685,kappa Dra,69.7371944444,kapdra,pe040024.fits,69:44:13.9,12:34:36.3,4,kappa Dra,188.65125
686,kappa Dra,69.7370277778,kapdra,pe040025.fits,69:44:13.3,12:34:37.6,4,kappa Dra,188.656666667
687,kappa Dra,69.7545555556,kapdra,pg130018.fits,69:45:16.4,12:34:45.3,4,kappa Dra,188.68875
688,kappa Dra,69.7557222222,kapdra,pg130019.fits,69:45:20.6,12:34:45.2,4,kappa Dra,188.688333333
689,kap Dra,69.7328611111,kapdra,qa140090.fits,69:43:58.3,12:34:18.3,4,kap Dra,188.57625
690,kappa Dra,69.7233055556,kapdra,qa210017.fits,69:43:23.9,12:34:30.9,4,kappa Dra,188.62875
691,kappa Dra,69.7717222222,kapdra,qc040037.fits,69:46:18.2,12:34:14.8,4,kappa Dra,188.561666667
692,kappa Dra,69.7430555556,kapdra,qc150036.fits,69:44:35.0,12:34:08.3,4,kappa Dra,188.534583333
693,kappa Dra,69.7426944444,kapdra,qc150037.fits,69:44:33.7,12:34:07.6,4,kappa Dra,188.531666667
694,kap Dra,69.68075,kapdra,qd020020.fits,69:40:50.7,12:34:20.6,4,kap Dra,188.585833333
695,kap Dra,69.6808055556,kapdra,qd020021.fits,69:40:50.9,12:34:21.0,4,kap Dra,188.5875
696,kappa Dra,69.6941111111,kapdra,qd040023.fits,69:41:38.8,12:34:12.0,4,kappa Dra,188.55
697,kappa Dra,69.7148888889,kapdra,qd290022.fits,69:42:53.6,12:34:19.1,4,kappa Dra,188.579583333
698,kappa Dra,69.7885,kapdra,rb270023.fits,69:47:18.60,12:33:28.720,4,kappa Dra,188.369666667
699,kappa Dra,69.7883055556,kapdra,rc300016.fits,+69:47:17.90,12:33:29.000,4,kappa Dra,188.370833333
700,kappa Dra,69.7882222222,kapdra,rd260036.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
701,kappa Dra,69.7882222222,kapdra,re010012.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
702,kappa Dra,69.7882222222,kapdra,re070006.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
703,kappa Dra,69.7882222222,kapdra,re070007.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
704,kappa Dra,69.7882222222,kapdra,re070011.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
705,kappa Dra,69.7882222222,kapdra,re070012.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
706,kappa Dra,69.7882222222,kapdra,re070020.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
707,kappa Dra,69.7882222222,kapdra,sb080026.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
708,kappa Dra,69.7882222222,kapdra,sh250022.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
709,kappa Dra,69.7882222222,kapdra,si060013.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
710,k Dra,69.7882222222,kapdra,sj090028.fits,+69:47:17.60,12:33:28.940,4,k Dra,188.370583333
711,kap Dra,69.7882222222,kapdra,tc220031.fits,+69:47:17.60,12:33:28.940,4,kap Dra,188.370583333
712,kappa Dra,69.7882222222,kapdra,tc230025.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
713,kappa Dra,69.7882222222,kapdra,tc230026.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
714,kappa Dra,69.7882222222,kapdra,td050010.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
715,kappa Dra,69.7882222222,kapdra,ub240085.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
716,kappa Dra,69.7882222222,kapdra,uj220044.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
717,kappa Dra,69.7882222222,kapdra,va260052.fits,+69:47:17.60,12:33:28.940,4,kappa Dra,188.370583333
718,LQ And,46.4131666667,lqand,ti300043.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
719,LQ And,46.4131666667,lqand,ue110067.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
720,LQ And,46.4131666667,lqand,ue210032.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
721,LQ And,46.4131666667,lqand,ug060052.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
722,LQ And,46.4131666667,lqand,ug080054.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
723,LQ And,46.4131666667,lqand,ug110052.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
724,LQ And,46.4131666667,lqand,ug160025.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
725,LQ And,46.4131666667,lqand,uh080004.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
726,LQ And,46.4131666667,lqand,uh220039.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
727,LQ And,46.4131666667,lqand,uh260035.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
728,LQ And,46.4131666667,lqand,uh290025.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
729,LQ And,46.4131666667,lqand,ui020012.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
730,LQ And,46.4131666667,lqand,ui260057.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
731,LQ And,46.4131666667,lqand,ui280047.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
732,LQ And,46.4131666667,lqand,uj010053.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
733,LQ And,46.4131666667,lqand,uj030049.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
734,LQ And,46.4131666667,lqand,uk110020.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
735,LQ And,46.4131666667,lqand,uk220003.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
736,LQ And,46.4131666667,lqand,uk280014.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
737,LQ And,46.4131666667,lqand,uk280041.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
738,LQ And,46.4131666667,lqand,ul110007.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
739,LQ And,46.4131666667,lqand,va300021.fits,+46:24:47.40,23:58:46.440,4,LQ And,359.6935
740,V1374 Ori,9.22597222222,v1374ori,ul140019.fits,+09:13:33.50,05:31:41.027,4,V1374 Ori,82.9209458333
741,V1374 Ori,9.22597222222,v1374ori,va310023.fits,+09:13:33.50,05:31:41.027,4,V1374 Ori,82.9209458333
742,V2120 Cyg,54.6841944444,v2120cyg,ub240075.fits,+54:41:03.10,20:25:32.807,4,V2120 Cyg,306.386695833
743,V2120 Cyg,54.6841944444,v2120cyg,vb030034.fits,+54:41:03.10,20:25:32.807,4,V2120 Cyg,306.386695833
744,V415 Aur,41.2151944444,v415aur,vc040027.fits,+41:12:54.70,05:12:14.487,4,V415 Aur,78.0603625
745,V415 Aur,41.2151944444,v415aur,vc150048.fits,+41:12:54.70,05:12:14.487,4,V415 Aur,78.0603625
746,V415 Aur,41.2151944444,v415aur,vc190035.fits,+41:12:54.70,05:12:14.487,4,V415 Aur,78.0603625
747,V749 Mon,-2.47416666667,v749mon,uk130102.fits,-02:28:27.00,07:03:37.180,4,V749 Mon,105.904916667
748,V749 Mon,-2.47416666667,v749mon,ul090012.fits,-02:28:27.00,07:03:37.180,4,V749 Mon,105.904916667
749,116 Tau,15.86375,116tau,qi160037.fits,15:51:49.5,5:27:49.1,5,116 Tau,81.9545833333
750,116 Tau,15.8677222222,116tau,rb250031.fits,15:52:03.80,05:27:41.960,5,116 Tau,81.9248333333
751,116 Tau,15.8740277778,116tau,sh240037.fits,+15:52:26.50,05:27:45.607,5,116 Tau,81.9400291667
752,116 Tau,15.8740277778,116tau,sh300036.fits,+15:52:26.50,05:27:45.607,5,116 Tau,81.9400291667
753,116 Tau,15.8740277778,116tau,sj020028.fits,+15:52:26.50,05:27:45.607,5,116 Tau,81.9400291667
754,116 Tau,15.8740277778,116tau,ub240012.fits,+15:52:26.50,05:27:45.607,5,116 Tau,81.9400291667
755,116 Tau,15.8740277778,116tau,uj220033.fits,+15:52:26.50,05:27:45.607,5,116 Tau,81.9400291667
756,116 Tau,15.8740277778,116tau,va260020.fits,+15:52:26.50,05:27:45.607,5,116 Tau,81.9400291667
757,18 And,50.4717222222,18and,uh050016.fits,+50:28:18.20,23:39:08.327,5,18 And,354.784695833
758,18 And,50.4717222222,18and,uh180003.fits,+50:28:18.20,23:39:08.327,5,18 And,354.784695833
759,18 And,50.4717222222,18and,uh230030.fits,+50:28:18.20,23:39:08.327,5,18 And,354.784695833
760,18 And,50.4717222222,18and,uh300056.fits,+50:28:18.20,23:39:08.327,5,18 And,354.784695833
761,18 And,50.4717222222,18and,ui040019.fits,+50:28:18.20,23:39:08.327,5,18 And,354.784695833
762,21 LMi,35.2158333333,21lmi,oc240026.fits,35:12:57.0,10:07:45.1,5,21 LMi,151.937916667
763,21 LMi,35.2156666667,21lmi,oc240027.fits,35:12:56.4,10:07:45.4,5,21 LMi,151.939166667
764,21 LMi,35.1720555556,21lmi,pc190032.fits,35:10:19.4,10:07:38.9,5,21 LMi,151.912083333
765,21 LMi,35.1721111111,21lmi,pc190033.fits,35:10:19.6,10:07:38.9,5,21 LMi,151.912083333
766,21 LMi,35.1718888889,21lmi,pc190034.fits,35:10:18.8,10:07:39.1,5,21 LMi,151.912916667
767,27 Tau,52.7175,27tau,mh160037.fits,52:43:03.0,1:28:04.6,5,27 Tau,22.0191666667
768,27 Tau,24.0545277778,27tau,nk250018.fits,24:03:16.3,3:49:07.4,5,27 Tau,57.2808333333
769,27 Tau,24.0704166667,27tau,qi170040.fits,24:04:13.5,3:49:06.5,5,27 Tau,57.2770833333
770,27 Tau,24.1226111111,27tau,qi190068.fits,24:07:21.4,3:49:45.0,5,27 Tau,57.4375
771,27 Tau,24.0676388889,27tau,qi210048.fits,24:04:03.5,3:49:38.1,5,27 Tau,57.40875
772,27 Tau,24.0670833333,27tau,qi210049.fits,24:04:01.5,3:49:38.0,5,27 Tau,57.4083333333
773,27 Tau,24.0595833333,27tau,qi240024.fits,24:03:34.5,3:49:02.7,5,27 Tau,57.26125
774,27 Tau,24.0803055556,27tau,qi300057.fits,24:04:49.1,3:49:18.8,5,27 Tau,57.3283333333
775,27 Tau,24.08,27tau,qi300058.fits,24:04:48.0,3:49:18.9,5,27 Tau,57.32875
776,27 Tau,24.08,27tau,qi300059.fits,24:04:48.0,3:49:19.0,5,27 Tau,57.3291666667
777,27 Tau,24.0958888889,27tau,qj100012.fits,24:05:45.2,3:49:16.4,5,27 Tau,57.3183333333
778,27 Tau,24.0617222222,27tau,qj140016.fits,24:03:42.2,3:49:13.0,5,27 Tau,57.3041666667
779,27 Tau,24.0613333333,27tau,qj150039.fits,24:03:40.8,3:49:15.3,5,27 Tau,57.31375
780,27 Tau,24.0534166667,27tau,ra240024.fits,24:03:12.3,03:49:09.7,5,27 Tau,57.2904166667
781,27 Tau,24.0534166667,27tau,ra240028.fits,24:03:12.3,03:49:09.7,5,27 Tau,57.2904166667
782,27 Tau,24.0534166667,27tau,ra240030.fits,24:03:12.3,03:49:09.7,5,27 Tau,57.2904166667
783,27 Tau,24.0534166667,27tau,ra240032.fits,24:03:12.3,03:49:09.7,5,27 Tau,57.2904166667
784,27 Tau,24.0533333333,27tau,rb110008.fits,24:03:12.00,03:49:10.000,5,27 Tau,57.2916666667
785,27 Tau,24.0533333333,27tau,rb110010.fits,24:03:12.00,03:49:10.000,5,27 Tau,57.2916666667
786,27 Tau,24.0606666667,27tau,rb260026.fits,24:03:38.40,03:49:07.613,5,27 Tau,57.2817208333
787,27 Tau,24.0606666667,27tau,rb260027.fits,24:03:38.40,03:49:07.613,5,27 Tau,57.2817208333
788,27 Tau,24.0655277778,27tau,rc100009.fits,24:03:55.90,03:49:07.447,5,27 Tau,57.2810291667
789,27 Tau,24.0485,27tau,rc310010.fits,+24:02:54.60,03:49:11.220,5,27 Tau,57.29675
790,27 Tau,24.0534166667,27tau,rd140008.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
791,27 Tau,24.0534166667,27tau,rd140009.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
792,27 Tau,24.0534166667,27tau,ti200032.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
793,27 Tau,24.0534166667,27tau,tj120039.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
794,27 Tau,24.0534166667,27tau,tj120040.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
795,27 Tau,24.0221666667,27tau,tl300013.fits,+24:01:19.80,03:48:55.887,5,27 Tau,57.2328625
796,27 Tau,24.0534166667,27tau,ub060033.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
797,27 Tau,24.0534166667,27tau,ub070012.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
798,27 Tau,24.0534166667,27tau,ub070013.fits,+24:03:12.30,03:49:09.740,5,27 Tau,57.2905833333
799,HR7880,26.5205,27vul,qe230029.fits,26:31:13.8,20:36:44.6,5,HR7880,309.185833333
800,HR7880,26.4663055556,27vul,qe240021.fits,26:27:58.7,20:37:03.2,5,HR7880,309.263333333
801,HR7880,26.4704166667,27vul,qf130015.fits,26:28:13.5,20:37:02.3,5,HR7880,309.259583333
802,HR7880,26.4658055556,27vul,qi140025.fits,26:27:56.9,20:37:09.9,5,HR7880,309.29125
803,27 Vul,26.4712222222,27vul,qj130022.fits,26:28:16.4,20:37:04.4,5,27 Vul,309.268333333
804,27 Vul,26.4619444444,27vul,rg010016.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
805,27 Vul,26.4619444444,27vul,rg080027.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
806,27vul,26.4619444444,27vul,rg260032.fits,+26:27:43.00,20:37:04.667,5,27vul,309.269445833
807,27 Vul,26.4619444444,27vul,rg270030.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
808,27Vul,26.4619444444,27vul,rg290032.fits,+26:27:43.00,20:37:04.667,5,27Vul,309.269445833
809,27 Vul,26.4619444444,27vul,rg300024.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
810,27Vul,26.4619444444,27vul,rg310024.fits,+26:27:43.00,20:37:04.667,5,27Vul,309.269445833
811,27Vul,26.4619444444,27vul,rh050015.fits,+26:27:43.00,20:37:04.667,5,27Vul,309.269445833
812,27 Vul,26.4619444444,27vul,rh270020.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
813,27 Vul,26.4619444444,27vul,rh300022.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
814,27 Vul,26.4619444444,27vul,rk030025.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
815,27 Vul,26.4619444444,27vul,sg050025.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
816,HR7880,26.4619444444,27vul,sg300022.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
817,HR7880,26.4619444444,27vul,sg310013.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
818,HR7880,26.4619444444,27vul,sh010032.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
819,HR7880,26.4619444444,27vul,sh150029.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
820,27 Vul,26.4619444444,27vul,sh240017.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
821,27 Vul,26.4619444444,27vul,sh250012.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
822,27 Vul,26.4619444444,27vul,sh260012.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
823,27 Vul,26.4619444444,27vul,sh300012.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
824,27 Vul,26.4619444444,27vul,sh310012.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
825,HR7880,26.4619444444,27vul,si010026.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
826,HR7880,26.4619444444,27vul,si010027.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
827,HR7880,26.4619444444,27vul,si090016.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
828,HR7880,26.4619444444,27vul,si230009.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
829,HR7880,26.4619444444,27vul,si230010.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
830,27 Vul,26.4619444444,27vul,sj090012.fits,+26:27:43.00,20:37:04.667,5,27 Vul,309.269445833
831,HR 7880,26.4619444444,27vul,tf250012.fits,+26:27:43.00,20:37:04.667,5,HR 7880,309.269445833
832,HR7880,26.4619444444,27vul,tf290022.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
833,HR7880,26.4619444444,27vul,tg160023.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
834,HR 7880,26.4619444444,27vul,tg310018.fits,+26:27:43.00,20:37:04.667,5,HR 7880,309.269445833
835,HR7880,26.4619444444,27vul,th010014.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
836,HR 7880,26.4619444444,27vul,th090026.fits,+26:27:43.00,20:37:04.667,5,HR 7880,309.269445833
837,HR7880,26.4544444444,27vul,th200021.fits,+26:27:16.00,20:37:03.720,5,HR7880,309.2655
838,HR7880,26.4606388889,27vul,th210021.fits,+26:27:38.30,20:37:03.300,5,HR7880,309.26375
839,HR7880,26.4567777778,27vul,th220021.fits,+26:27:24.40,20:37:03.840,5,HR7880,309.266
840,HR7880,26.4619444444,27vul,ti040017.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
841,HR7880,26.4619444444,27vul,ti050030.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
842,HR7880,26.4619444444,27vul,ti060027.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
843,HR7880,26.4619444444,27vul,ti110051.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
844,HR7880,26.4619444444,27vul,ti210008.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
845,HR7880,26.4619444444,27vul,ti220012.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
846,HR7880,26.4619444444,27vul,ti230013.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
847,HR7880,26.4619444444,27vul,ti240013.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
848,HR7880,26.4619444444,27vul,ti300028.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833
849,27Vul,26.4619444444,27vul,ug230029.fits,+26:27:43.00,20:37:04.667,5,27Vul,309.269445833
