#object, dir
HR1608,hr1608
HR1608,hr1608
HR 1608,hr1608
HR 1608,hr1608
BD+05 4285,hip97275
NT Peg,ntpeg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
CI Cyg,cicyg
HD 47054,hd47054
HD2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD2905,kapcas
HD 2905,kapcas
HD2905,kapcas
HD2905,kapcas
V420 Pup,v420pup
25 Ori,25ori
25 Ori,25ori
HR3982,alpleo
Regulus,alpleo
alpha Leo,alpleo
Regulus,alpleo
Regulus,alpleo
alp Leo,alpleo
HR3982,alpleo
Regulus,alpleo
HR3982,alpleo
Regulus,alpleo
alpha Leo,alpleo
HR3982,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
alpha Leo,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
alpha Leo,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
alpha Leo,alpleo
Regulus,alpleo
Regulus,alpleo
alpha Leo,alpleo
HR3982,alpleo
Regulus,alpleo
Regulus,alpleo
Regulus,alpleo
HR3982,alpleo
Regulus,alpleo
alp Leo,alpleo
Regulus,alpleo
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
Draobject CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CXDra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
CX Dra,cxdra
HD173292,hd173292
QQ Gem,qqgem
QQ Gem,qqgem
QQ Gem,qqgem
HD220582,hd220582
HD 168135,hd168135
BT CMi,btcmi
BT CMi,btcmi
V2148 Cyg,v2148cyg
V2148 Cyg,v2148cyg
FBS1529+799,fbs1529pl799
FBS1529+799,fbs1529pl799
FBS1529+799,fbs1529pl799
FBS1529+799,fbs1529pl799
FBS1529+799,fbs1529pl799
V2135 Cyg,v2135cyg
1 Del a,1del
1 Del,1del
1 Del,1del
1 Del,1del
1 Del,1del
1 Del,1del
1 Del,1del
1 Del b,1del
1 Del,1del
1 Del,1del
1 Del,1del
HD 55135,hd55135
HD 23800,hd23800
GALEXJ1632+8513,galexj1632pl8513
GALEX1632+8513,galexj1632pl8513
GALEXJ1632+8513,galexj1632pl8513
hip92922,hip92922
hip92922,hip92922
hip92922,hip92922
HIP 92922,hip92922
HIP 92922,hip92922
hip92922,hip92922
HIP 92922,hip92922
hip92922,hip92922
hip92922,hip92922
hip92922,hip92922
92922,hip92922
hip92922,hip92922
hip92922,hip92922
kappa Dra,kapdra
kap Dra,kapdra
kap Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kapDra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kap Dra,kapdra
kap Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
Kap Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kap Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kap Dra,kapdra
kap Dra,kapdra
kappa Dra,kapdra
kap Dra,kapdra
kappa Dra,kapdra
kapDra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa_dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kapDra,kapdra
kappa Dra,kapdra
Kap Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
k Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kapDra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
Kap Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
kappa Dra,kapdra
HR6747,hr6747
HR6747,hr6747
hd 90052,hd90052
HD90052,hd90052
HD90052,hd90052
hd 90052,hd90052
HD90052,hd90052
HD90052,hd90052
HD90052,hd90052
HD90052,hd90052
U Her,uher
U Her,uher
HD 284012,hd284012
199579,hr8023
HD175511,hd175511
HD 277197,hd277197
HD 277197,hd277197
HD 277197,hd277197
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
X Per,xper
TW DraB,twdraB
TW Dra B,twdraB
TW Dra,twdraB
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V 2104 Cyg,v2104cyg
V 2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V 2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V2104 Cyg,v2104cyg
V750 Mon,v750mon
28 Vul,28vul
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
V772 Cas,v772cas
HD 21641,hd21641
HD 192445,hd192445
del UMi,delumi
HIP59519,hip59519
HIP59519,hip59519
HIP099640,hd193138
HIP099640,hd193138
SW Lac,swlac
zet Cas,zetcas
HD133029,bxboo
HIP106223,hd204843
HIP106223,hd204843
V665 Per,v665per
RW Aur,rwaur
GALEX1911+8716,galexj1911pl8716
V1372 Ori,v1372ori
MWC 137,v1308ori
HD 190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD 190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD190603,v1768cyg
HD 42259,hd42259
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
del Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
 delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
delta Cep,delcep
HR2521,hr2521
HR2521,hr2521
HR2521,hr2521
Feige66,feige66
Feige66,feige66
Feige66,feige66
Feige66,feige66
Feige66,feige66
Feige66,feige66
Feige66,feige66
Feige66,feige66
Feige66,feige66
Feige66,feige66
CRL 2688,v1610cyg
HD 41117,62ori
HD41117,62ori
HD 41117,62ori
HD41117,62ori
HR1847 B,hr1847b
HR 1847B,hr1847b
HR1847B+A,hr1847b
HR 1847a,hr1847b
HR1847A+B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR1847A,hr1847b
HR 1847a,hr1847b
HR1847 B,hr1847b
HR 1847B,hr1847b
HR1847,hr1847b
HR 1847B,hr1847b
HR1847a,hr1847b
HR 1847A+B,hr1847b
HR1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR1847b,hr1847b
HR 1847B,hr1847b
HR 1847 B,hr1847b
HR 1847 B,hr1847b
HR1847a,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847A+B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847B+A,hr1847b
HR 1847B,hr1847b
HR 1847B,hr1847b
HR 1847A+B,hr1847b
HR1847B,hr1847b
HR 1847B,hr1847b
HIP5659,hd7102
HIP5659,hd7102
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
delta Sco,delsco
delta Sco,delsco
del Sco,delsco
del Sco,delsco
delta Sco,delsco
del Sco,delsco
U Sge,usge
chi Cyg,chicyg
chi Cyg,chicyg
chi Cyg,chicyg
chi Cyg,chicyg
chi Cyg,chicyg
HIP 103879,hip103879
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
17 Tau,17tau
HD 23552,hd23552
18 And,18and
18 And,18and
18 And,18and
18 And,18and
18 And,18and
V401 Lac,v401lac
V401 Lac,v401lac
V401 Lac,v401lac
V401Lac,v401lac
V401 Lac,v401lac
V401 Lac,v401lac
V401 Lac,v401lac
V401 Lac,v401lac
HD175863,hd175863
HD 175863,hd175863
Cyg X-1,cygX-1
CygX-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
CygX-1,cygX-1
CygX1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X1,cygX-1
CygX-1,cygX-1
Cyg X 1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X 1,cygX-1
Cyg X1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
CygX1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
CygX1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
CygX1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
CygX1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X-1,cygX-1
Cyg X1,cygX-1
Cyg X-1,cygX-1
HR 1113,hr1113
HR 1113,hr1113
HR1113,hr1113
HR 1113,hr1113
HR 1113,hr1113
HR 1113,hr1113
HIP21894,hseri
HIP21894,hseri
66_Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
66 Oph,66oph
ksi Per,ksiper
ksi Per,ksiper
ksi Per,ksiper
ksi Per,ksiper
ksi Per,ksiper
ksi Per,ksiper
Ksi Per,ksiper
V1331 Cyg,v1331cyg
V 2123 Cyg,v2123cyg
gamma Dra,gamdra
gamma Dra,gamdra
gamma Dra,gamdra
gamma Dra,gamdra
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
v1362 Cyg,v1362cyg
V1362Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
1342 cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
V1362 Cyg,v1362cyg
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
 ,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zet Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zet Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zet Tau,zettau
zet Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zet Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zet Tau,zettau
zeta Tau,zettau
dzeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zet Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
ZetTau,zettau
ZetTau,zettau
Zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zet Tau,zettau
zeta Tau,zettau
 ,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
Zet Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
dzeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
zeta Tau,zettau
HD 38771,kapori
HD 38771,kapori
HD14956,hd14956
HD14956,hd14956
GALEXJ0737+3714,galexj0737pl3714
GALEXJ0737+3714,galexj0737pl3714
LZ Del,lzdel
LZ Del,lzdel
LZ Del,lzdel
LZ Del,lzdel
LZ Del,lzdel
V432 Cep,v432cep
V432 Cep,v432cep
HR 1962,hr1962
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
6 Cep,6cep
V420 Cep,v420cep
altair-pokus,alpaql
alpha Aql,alpaql
Altair,alpaql
Altair,alpaql
altair-pokus,alpaql
Altair,alpaql
alpha Aql,alpaql
Altair,alpaql
alpha Aql,alpaql
altair-pokus,alpaql
alpha Aql,alpaql
V2118 Cyg,v2118cyg
V2118 Cyg,v2118cyg
V2118 Cyg,v2118cyg
HD194279,v2118cyg
V2118 Cyg,v2118cyg
HD194279,v2118cyg
HD194279,v2118cyg
FU CMa,fucma
HD 21650,hd21650
PG0116+242,pg0116pl242
PG0116+242,pg0116pl242
V378 Pup,v378pup
V378 Pup,v378pup
HD 164447,hd164447
HD 25594,hd25594
HD 83953,hd83953
CH Cyg,chcyg
CH Cyg,chcyg
CH Cyg,chcyg
CH Cyg,chcyg
CH Cyg,chcyg
CH Cyg,chcyg
HIP63253,hip63253
HIP63253,hip63253
HIP63253,hip63253
HIP63253,hip63253
WX Lep,wxlep
V1040 Sco,v1040sco
HIP65678,hd117242
HIP65678,hd117242
V1165 Tau,v1165tau
V637 Mon,v637mon
HD 225095,hd225095
HD 207370,hd207370
HD 203356,hd203356
HD 203356,hd203356
HD232214,hd232214
HD 31894,hd31894
HD 31894,hd31894
HD31894,hd31894
HD31894,hd31894
HD 31894,hd31894
HD 31894,hd31894
HD 31894,hd31894
HD31894,hd31894
HD 31894,hd31894
hd 31894,hd31894
HD31894,hd31894
HD 31894,hd31894
HD 31894,hd31894
HD 31894,hd31894
HD 31894,hd31894
HD31894,hd31894
HD 31894,hd31894
HD 31894,hd31894
HD 31894,hd31894
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RXCas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
rx cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
RX Cas,rxcas
V832 Cyg,v832cyg
HD33959C,hd33959c
HD33959,hd33959c
V813 Cas,v813cas
V2136 Cyg,v2136cyg
BK Cam,bkcam
BK Cam,bkcam
BK Cam,bkcam
BK Cam,bkcam
lambda Cep,lamcep
lambda Cep,lamcep
lambda Cep,lamcep
lambda Cep,lamcep
HD 190944,hd190944
HD190944,hd190944
HIP2600,hip2600
HIP2600,hip2600
HIP2600,hip2600
PZ Gem,pzgem
beta Cas,betcas
beta Cas,betcas
beta Cas,betcas
TYC 2627-638-1,tyc2627-638-1
TYC 2627-638-1,tyc2627-638-1
phi And,phiand
HD14134,hd14134
HD14134,hd14134
HD190150,hd190150
V558 Lyr,v558lyr
V744 Cas,v744cas
V744 Cas,v744cas
alpha CMa,alpcma
alpha CMa,alpcma
alpha CMa,alpcma
GSC366-878,gsc366-878
GALEX1702+6353,galexj1702pl6353
GALEX1702+6353,galexj1702pl6353
GALEX1702+6353,galexj1702pl6353
GALEX1702+6353,galexj1702pl6353
56 Eri,56eri
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alfa Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alp Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alfa Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alfa Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alfa Vir,alpvir
alfa Vir,alpvir
alp Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alfa Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alfa Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alfa Vir,alpvir
